Person ID,TITLE,Surname,Given names,CRS_LOCATION,COURSE_CD,C_VER,CRS_TITLE,COURSE_ATTEMPT_STATUS,DISCONTINUED_DT,DISC_CODE,DISCONTIN_REASON,COMMENCEMENT_DT,UNIT_CD,ACAD_YR,CAL_TYPE,MARK,GRADE
44883104,MR,Blake,Ferguson,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,29 Feb 16,MPU3113,2016,S2-01,72,D
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC4407,2019,S2-01,73,D
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC4426,2020,S2-01,74,D
44883104,MR,Blake,Ferguson,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,29 Feb 16,MPU3123,2017,S1-01,71,D
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG1003,2016,S2-01,77,D
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC2402,2017,S1-01,77,D
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC2408,2018,S2-01,77,D
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG2801,2016,S2-01,78,D
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,TRC4800,2020,S2-01,81,HD
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC4401,2020,S2-01,87,HD
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC4402,2021,S1-01,87,HD
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG0002,2020,SSB-01,2,SFR
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG2005,2018,S2-01,47,N
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC3459,2018,S2-01,47,N
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC2405,2018,S2-01,48,N
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC2403,2018,S1-01,51,P
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC2407,2018,S2-01,59,P
45416518,MR,Michael,Miller,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,27 Feb 17,MPU3123,2017,S2-01,59,P
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1081,2017,S1-01,58,P
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC2404,2017,S2-01,58,P
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG2005,2019,S1-01,62,C
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1005,2017,S1-01,63,C
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ECE2131,2018,S1-01,63,C
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC3416,2019,S2-01,63,C
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC2405,2019,S1-01,61,C
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC3457,2019,S2-01,67,C
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1002,2017,S2-01,68,C
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1003,2017,S2-01,72,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC2401,2018,S1-01,72,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC3455,2019,S1-01,72,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC3459,2019,S2-01,72,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG2801,2017,S2-01,74,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC4408,2020,S1-01,74,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1060,2017,S1-01,76,D
45416518,MR,Michael,Miller,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,27 Feb 17,MPU3113,2018,S1-01,76,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC4801,2021,S1-01,77,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC2402,2018,S1-01,78,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC4401,2020,S2-01,78,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC4407,2020,S2-01,78,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC4402,2021,S1-01,78,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC3453,2019,S2-01,79,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC4417,2021,S1-01,76,D
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC3451,2019,S1-01,82,HD
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC3456,2020,S1-01,82,HD
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1001,2017,S1-01,84,HD
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,TRC4901,2020,S1-01,81,HD
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC4426,2020,S2-01,86,HD
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,TRC4800,2020,S2-01,86,HD
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC4404,2020,S1-01,87,HD
45416518,MR,Michael,Miller,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG0002,2021,SSB-01,2,SFR
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT2101,2018,S2-01,59,P
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ECE3141,2018,S1-01,69,C
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1005,2017,S1-01,73,D
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT3081,2020,S1-01,73,D
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MEC2402,2018,S1-01,71,D
45416860,MR,Cameron,Berry,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,27 Feb 17,MPU3113,2017,S2-01,75,D
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT3159,2020,S1-01,77,D
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT4003,2020,S2-01,77,D
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,TRC2001,2017,S2-01,79,D
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1081,2017,S1-01,76,D
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT2107,2018,S2-01,77,D
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,MAT1830,2018,S2-01,77,D
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT2004,2019,S1-01,77,D
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT3077,2019,S1-01,82,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT3171,2019,S2-01,82,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT3134,2020,S1-01,82,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG2801,2017,S2-01,83,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1001,2017,S1-01,84,HD
45416860,MR,Cameron,Berry,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,27 Feb 17,MPU3123,2017,S1-01,84,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ECE2131,2018,S1-01,81,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT2099,2019,S1-01,81,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT4009,2020,S2-01,81,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1002,2017,S2-01,86,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT3080,2019,S2-01,86,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT4002,2020,FY-01,86,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ECE2071,2018,S1-01,87,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT1008,2018,S2-01,87,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT4165,2021,S1-01,88,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1003,2017,S2-01,89,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT3170,2019,FY-01,89,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT1045,2018,S2-01,90,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT3152,2021,S1-01,90,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG1060,2017,S1-01,92,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT2093,2021,S1-01,92,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT5202,2021,S1-01,97,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,FIT2100,2019,S2-01,98,HD
45416860,MR,Cameron,Berry,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,27 Feb 17,ENG0002,2021,SSB-01,2,SFR
45629317,MR,Alexander,Morgan,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,27 Feb 17,MPU3143,2017,S2-01,29,N
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT1050,2017,S1-01,58,P
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT1008,2017,S2-01,62,C
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT2093,2018,S1-01,67,C
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT3143,2019,S2-01,68,C
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT3162,2020,S1-01,69,C
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT1049,2017,S2-01,69,C
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT3155,2020,S1-01,73,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT2101,2017,S2-01,74,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT1047,2017,S1-01,75,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT2102,2018,S2-01,75,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT3179,2019,S2-01,75,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,MAT1830,2017,S1-01,76,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT1033,2018,S1-01,76,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT3161,2019,S2-01,76,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT1045,2017,S1-01,78,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT2004,2018,S1-01,79,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,ATS2290,2018,WS-01,79,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT1043,2018,S2-01,76,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT3175,2019,S2-01,76,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT2099,2018,S1-01,77,D
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT2014,2018,S2-01,77,D
45629317,MR,Alexander,Morgan,MALAYSIA,C3702,2,Bachelor of Computer Science (Honours),COMPLETED,,,,4 Aug 20,FIT4005,2020,S2-01,83,HD
45629317,MR,Alexander,Morgan,MALAYSIA,C3702,2,Bachelor of Computer Science (Honours),COMPLETED,,,,4 Aug 20,FIT4444,2021,S1-01,84,HD
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT3171,2020,S1-01,87,HD
45629317,MR,Alexander,Morgan,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,27 Feb 17,MPU3173,2017,S1-01,87,HD
45629317,MR,Alexander,Morgan,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,27 Feb 17,MPU3143,2018,S1-01,87,HD
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,MAT1841,2017,S2-01,88,HD
45629317,MR,Alexander,Morgan,MALAYSIA,C3702,2,Bachelor of Computer Science (Honours),COMPLETED,,,,4 Aug 20,FIT4008,2021,S1-01,89,HD
45629317,MR,Alexander,Morgan,MALAYSIA,C3702,2,Bachelor of Computer Science (Honours),COMPLETED,,,,4 Aug 20,FIT4009,2020,S2-01,91,HD
45629317,MR,Alexander,Morgan,MALAYSIA,C3702,2,Bachelor of Computer Science (Honours),COMPLETED,,,,4 Aug 20,FIT5195,2021,S1-01,92,HD
45629317,MR,Alexander,Morgan,MALAYSIA,C2001,1,Bachelor of Computer Science,COMPLETED,,,,27 Feb 17,FIT1051,2018,S2-01,94,HD
45629317,MR,Alexander,Morgan,MALAYSIA,C3702,2,Bachelor of Computer Science (Honours),COMPLETED,,,,4 Aug 20,FIT4442,2020,S2-01,2,NE
45629317,MR,Alexander,Morgan,MALAYSIA,C3702,2,Bachelor of Computer Science (Honours),COMPLETED,,,,4 Aug 20,FIT4441,2020,S2-01,2,NE
45629317,MR,Alexander,Morgan,MALAYSIA,C3702,2,Bachelor of Computer Science (Honours),COMPLETED,,,,4 Aug 20,FIT4443,2021,S1-01,2,NE
45723445,MS,Harry,Ball,MALAYSIA,A0503,1,Diploma of Higher Education Studies,COMPLETED,,,,27 Feb 17,ACW1100,2017,S1-01,23,N
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,ETW2410,2019,S1-01,0,N
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,ACW2491,2019,S1-01,38,N
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,ACW3120,2020,S2-01,52,P
45723445,MS,Harry,Ball,MALAYSIA,A0503,1,Diploma of Higher Education Studies,COMPLETED,,,,27 Feb 17,AMU1018,2017,S1-01,52,P
45723445,MS,Harry,Ball,MALAYSIA,A0503,1,Diploma of Higher Education Studies,COMPLETED,,,,27 Feb 17,BTW1042,2017,S2-01,52,P
45723445,MS,Harry,Ball,MALAYSIA,A0503,1,Diploma of Higher Education Studies,COMPLETED,,,,27 Feb 17,ETW1000,2017,S2-01,52,P
45723445,MS,Harry,Ball,MALAYSIA,A0503,1,Diploma of Higher Education Studies,COMPLETED,,,,27 Feb 17,ACW1100,2018,S1-01,52,P
45723445,MS,Harry,Ball,MALAYSIA,A0503,1,Diploma of Higher Education Studies,COMPLETED,,,,27 Feb 17,MKW1120,2017,S2-01,56,P
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,ACW2491,2019,S2-01,57,P
45723445,MS,Harry,Ball,MALAYSIA,A0503,1,Diploma of Higher Education Studies,COMPLETED,,,,27 Feb 17,ECW1101,2017,S1-01,57,P
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,ACW2420,2020,S2-01,58,P
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,MGW2991,2021,S1-01,59,P
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,ACW3620,2021,S1-01,58,P
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,ETW1010,2019,S1-01,62,C
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,BTW2213,2019,S2-01,64,C
45723445,MS,Harry,Ball,MALAYSIA,A0503,1,Diploma of Higher Education Studies,COMPLETED,,,,27 Feb 17,MGW1010,2017,S1-01,64,C
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,ACW3431,2019,S2-01,61,C
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,ACW2391,2019,S1-01,66,C
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,MGW3401,2021,S1-01,66,C
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,ECW1102,2020,S2-01,67,C
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,BTW3153,2020,S1-01,69,C
45723445,MS,Harry,Ball,MALAYSIA,A0503,1,Diploma of Higher Education Studies,COMPLETED,,,,27 Feb 17,AMU1017,2017,S2-01,69,C
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,MKW2402,2020,S1-01,72,D
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,BFW2140,2019,S2-01,73,D
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,MKW2500,2020,S1-01,75,D
45723445,MS,Harry,Ball,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,4 Mar 19,MPU3173,2020,S1-01,77,D
45723445,MS,Harry,Ball,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,4 Mar 19,MPU3173,2020,S1-01,77,D
45723445,MS,Harry,Ball,MALAYSIA,B2026,2,Bachelor of Business and Commerce,COMPLETED,,,,4 Mar 19,BEW3555,2020,S2-01,78,D
45723445,MS,Harry,Ball,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,4 Mar 19,MPU3143,2019,S2-01,92,HD
45723445,MS,Harry,Ball,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,4 Mar 19,MPU3143,2019,S2-01,92,HD
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE3163,2020,S1-01,77,D
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE4161,2020,S1-01,78,D
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE2163,2018,S2-01,79,D
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE2166,2018,S2-01,79,D
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE4170,2020,S2-01,79,D
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,ENG2801,2018,S1-01,76,D
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE3166,2019,S2-01,76,D
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,ENG1001,2017,S2-01,82,HD
45789683,MS,Richard,Payne,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,24 Jul 17,MPU3123,2017,S2-01,82,HD
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE2161,2018,S2-01,84,HD
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE3162,2019,S2-01,84,HD
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE4180,2021,S1-01,81,HD
45789683,MS,Richard,Payne,MALAYSIA,9410,2,General Studies (Mata Pelajaran Pengajian Umum) Degree,COMPLETED,,,,24 Jul 17,MPU3113,2018,S1-01,81,HD
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,ENG1005,2017,S2-01,86,HD
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE2167,2019,S1-01,86,HD
45789683,MS,Richard,Payne,MALAYSIA,E3001,2,Bachelor of Engineering (Honours),COMPLETED,,,,24 Jul 17,CHE4162,2020,S2-01,86,HD
